paperless_billing,internet_service,online_security,premium_tech_support,unlimited_data,age_bins,family_size_bins,number_of_referrals_bins,contract,offer,payment_method,internet_type,total_of_services_add,tenure_in_months_bins,monthly_charge,churn_value
No,Yes,Yes,Yes,No,3,0,0,Two Year,None,Bank Withdrawal,DSL,6,3,87.1,0
No,Yes,Yes,Yes,Yes,0,2,3,Two Year,Offer B,Credit Card,DSL,5,3,59.75,0
No,Yes,Yes,Yes,Yes,0,1,0,Two Year,None,Bank Withdrawal,Cable,7,2,76.1,0
Yes,Yes,No,Yes,Yes,2,0,1,Two Year,Offer A,Credit Card,DSL,5,4,61.4,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,5,3,99.0,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Mailed Check,Cable,3,0,45.3,1
Yes,Yes,No,No,Yes,0,0,2,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,1,79.75,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,2,80.45,1
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,2,84.75,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,DSL,3,0,45.15,1
Yes,Yes,No,No,Yes,4,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,6,4,95.45,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,1,102.0,1
Yes,No,No,No,No,0,0,0,Month-to-Month,Offer E,Credit Card,None,1,0,20.75,0
No,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer E,Mailed Check,DSL,2,0,24.3,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,4,0,74.9,1
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,71.0,1
No,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Credit Card,Cable,3,0,45.85,1
Yes,No,No,No,No,1,0,0,Month-to-Month,None,Credit Card,None,1,0,20.95,0
Yes,No,No,No,No,2,0,2,Two Year,None,Credit Card,None,1,3,20.05,0
Yes,Yes,No,Yes,Yes,2,1,3,One Year,None,Bank Withdrawal,Cable,6,3,68.75,0
Yes,Yes,No,Yes,Yes,2,0,0,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,6,3,104.95,1
Yes,Yes,Yes,No,Yes,1,0,0,Month-to-Month,Offer E,Bank Withdrawal,Cable,5,0,77.4,0
Yes,Yes,No,No,Yes,1,0,0,One Year,None,Bank Withdrawal,Fiber Optic,5,4,88.9,0
Yes,Yes,No,Yes,Yes,2,1,0,Month-to-Month,None,Credit Card,Cable,5,1,72.9,1
Yes,Yes,Yes,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,3,104.2,1
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Credit Card,Fiber Optic,3,0,71.35,1
Yes,Yes,No,Yes,Yes,3,1,3,Two Year,None,Credit Card,Fiber Optic,4,4,95.2,0
Yes,Yes,Yes,Yes,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Cable,8,3,78.35,0
Yes,Yes,No,Yes,Yes,0,0,0,One Year,None,Bank Withdrawal,Fiber Optic,5,2,100.95,1
No,Yes,Yes,No,Yes,3,0,0,One Year,None,Credit Card,Fiber Optic,7,3,98.6,0
Yes,No,No,No,No,2,1,2,Month-to-Month,None,Bank Withdrawal,None,1,1,20.45,0
Yes,Yes,Yes,No,Yes,0,1,3,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,3,79.15,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,4,1,85.35,1
No,Yes,No,Yes,Yes,1,0,1,One Year,Offer C,Credit Card,DSL,6,3,69.0,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer C,Credit Card,Fiber Optic,4,3,94.05,1
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,0,74.9,1
Yes,Yes,No,No,Yes,0,1,2,Two Year,Offer B,Credit Card,Fiber Optic,5,4,89.1,0
No,No,No,No,No,2,1,3,Two Year,Offer D,Credit Card,None,1,2,19.7,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,0,85.7,1
No,No,No,No,No,3,0,0,One Year,None,Bank Withdrawal,None,1,2,21.05,0
Yes,Yes,No,Yes,Yes,1,0,3,Two Year,None,Bank Withdrawal,Cable,6,3,72.1,0
Yes,Yes,Yes,Yes,Yes,4,0,2,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,6,3,104.3,1
Yes,Yes,No,No,No,4,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,4,3,90.7,0
Yes,Yes,No,Yes,No,3,0,0,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,6,3,109.55,1
Yes,Yes,No,No,Yes,0,0,3,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,0,74.65,1
Yes,Yes,No,Yes,Yes,2,0,0,Month-to-Month,Offer E,Bank Withdrawal,DSL,5,1,66.65,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,5,1,89.75,1
No,Yes,Yes,Yes,Yes,3,2,2,One Year,None,Bank Withdrawal,DSL,7,3,74.05,0
Yes,Yes,Yes,Yes,Yes,0,0,1,Two Year,None,Mailed Check,Cable,7,4,74.35,0
Yes,Yes,No,Yes,Yes,2,1,3,Two Year,Offer B,Bank Withdrawal,Cable,6,4,79.4,0
No,Yes,No,No,Yes,2,0,3,Month-to-Month,None,Credit Card,Fiber Optic,5,3,88.65,0
No,No,No,No,No,2,0,0,Month-to-Month,Offer E,Credit Card,None,1,0,19.65,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,0,85.3,1
No,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Mailed Check,Fiber Optic,3,0,71.1,0
Yes,Yes,Yes,Yes,Yes,0,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,7,4,109.9,0
Yes,Yes,No,Yes,Yes,0,0,0,One Year,None,Credit Card,Cable,3,3,40.35,0
Yes,Yes,No,No,No,4,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,1,85.05,1
No,No,No,No,No,2,0,0,Month-to-Month,None,Credit Card,None,1,3,19.35,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,0,79.15,1
Yes,Yes,Yes,No,Yes,0,0,2,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,4,3,93.6,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,2,81.15,1
No,No,No,No,No,1,0,2,One Year,Offer D,Mailed Check,None,1,2,19.35,0
No,Yes,Yes,No,Yes,2,0,3,Two Year,Offer A,Credit Card,Fiber Optic,7,4,109.7,0
Yes,Yes,No,Yes,Yes,2,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,7,4,111.6,0
Yes,Yes,No,Yes,Yes,2,1,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,3,93.25,0
Yes,Yes,Yes,Yes,Yes,4,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,8,3,116.05,0
Yes,Yes,Yes,No,Yes,2,0,0,Month-to-Month,Offer D,Mailed Check,Cable,4,1,69.85,0
No,No,No,No,No,2,0,0,Month-to-Month,None,Mailed Check,None,1,0,19.7,1
Yes,Yes,No,No,Yes,3,0,2,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,80.35,1
No,Yes,No,No,No,3,1,3,Month-to-Month,Offer D,Credit Card,DSL,3,2,50.1,0
No,Yes,Yes,No,Yes,2,0,0,Month-to-Month,Offer D,Mailed Check,DSL,3,1,29.75,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Mailed Check,Fiber Optic,4,3,94.55,1
Yes,Yes,Yes,Yes,Yes,2,0,0,Month-to-Month,Offer D,Bank Withdrawal,DSL,5,2,54.2,1
Yes,Yes,No,No,No,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,2,0,80.55,0
Yes,Yes,No,Yes,Yes,2,0,0,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,4,3,74.25,0
Yes,No,No,No,No,2,0,0,Month-to-Month,Offer E,Credit Card,None,2,0,25.0,0
Yes,Yes,No,Yes,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,2,75.9,0
No,Yes,No,No,Yes,3,1,0,Month-to-Month,Offer E,Mailed Check,Cable,2,0,24.2,0
Yes,No,No,No,No,1,0,3,One Year,None,Bank Withdrawal,None,1,0,20.2,0
No,No,No,No,No,0,0,0,Month-to-Month,None,Bank Withdrawal,None,1,0,20.7,0
Yes,Yes,No,Yes,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,1,94.2,0
No,Yes,Yes,No,Yes,3,0,1,One Year,None,Bank Withdrawal,Fiber Optic,6,3,106.55,1
Yes,Yes,Yes,Yes,Yes,3,0,0,Two Year,None,Bank Withdrawal,Cable,5,4,60.05,0
Yes,No,No,No,No,2,0,0,Month-to-Month,Offer D,Credit Card,None,1,2,20.05,0
Yes,Yes,Yes,Yes,Yes,4,1,0,One Year,None,Credit Card,Fiber Optic,7,4,110.6,0
Yes,Yes,No,No,Yes,1,0,3,Month-to-Month,None,Credit Card,DSL,4,3,50.15,0
Yes,Yes,No,Yes,Yes,3,0,0,Month-to-Month,Offer D,Credit Card,Fiber Optic,6,2,96.9,0
No,Yes,No,No,Yes,1,0,1,Month-to-Month,Offer D,Credit Card,Fiber Optic,5,2,90.15,0
Yes,Yes,No,No,Yes,3,0,2,Month-to-Month,Offer E,Bank Withdrawal,DSL,2,0,23.45,1
Yes,Yes,Yes,No,No,0,1,3,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,5,4,105.5,0
No,No,No,No,No,1,0,0,Month-to-Month,Offer E,Credit Card,None,1,1,19.7,0
Yes,Yes,No,Yes,No,3,0,0,Two Year,Offer A,Credit Card,Fiber Optic,6,4,108.6,1
Yes,Yes,Yes,No,Yes,0,0,3,Month-to-Month,Offer C,Credit Card,DSL,5,3,58.6,1
No,No,No,No,No,0,2,0,Two Year,Offer C,Credit Card,None,1,3,20.1,0
No,Yes,Yes,No,Yes,3,0,0,One Year,None,Bank Withdrawal,DSL,5,3,59.3,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,2,79.8,1
No,Yes,No,Yes,Yes,2,0,3,Two Year,None,Credit Card,DSL,5,4,60.3,0
Yes,Yes,No,Yes,Yes,0,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,6,0,82.75,0
No,No,No,No,No,4,0,0,Month-to-Month,Offer E,Credit Card,None,1,0,20.05,1
Yes,Yes,No,No,Yes,4,0,0,Two Year,None,Bank Withdrawal,DSL,4,3,56.25,0
No,Yes,Yes,No,Yes,3,0,0,Month-to-Month,None,Credit Card,Fiber Optic,5,0,80.55,0
No,Yes,No,No,Yes,3,1,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,3,2,70.2,0
Yes,Yes,No,No,Yes,2,0,0,One Year,Offer A,Credit Card,Fiber Optic,5,4,79.05,0
No,Yes,No,No,No,4,0,0,Month-to-Month,Offer C,Bank Withdrawal,DSL,1,3,36.5,1
Yes,Yes,No,No,No,4,0,2,Two Year,None,Bank Withdrawal,Fiber Optic,4,0,80.8,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,0,74.9,1
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,4,103.95,1
No,No,No,No,No,3,0,3,One Year,Offer B,Credit Card,None,2,3,25.7,0
No,Yes,Yes,Yes,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,DSL,7,3,66.25,0
No,Yes,No,Yes,Yes,3,0,0,Month-to-Month,None,Credit Card,Fiber Optic,4,3,85.9,0
No,Yes,Yes,Yes,Yes,3,0,0,Two Year,Offer B,Bank Withdrawal,Cable,5,3,37.7,0
Yes,Yes,Yes,Yes,Yes,0,0,2,Two Year,None,Credit Card,Cable,6,4,70.85,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,3,94.5,1
Yes,Yes,No,No,Yes,3,0,2,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,3,74.95,0
No,No,No,No,No,3,0,0,Two Year,None,Bank Withdrawal,None,1,3,20.65,0
Yes,No,No,No,No,3,0,0,One Year,None,Credit Card,None,1,3,19.15,0
Yes,Yes,Yes,Yes,Yes,4,0,0,Month-to-Month,None,Credit Card,Fiber Optic,8,4,94.2,0
Yes,Yes,Yes,Yes,Yes,0,0,0,Two Year,None,Credit Card,DSL,8,4,86.4,0
No,No,No,No,No,1,1,0,One Year,Offer D,Credit Card,None,1,1,20.45,0
No,Yes,Yes,Yes,Yes,3,0,2,Two Year,None,Credit Card,Cable,8,4,85.75,0
Yes,Yes,Yes,No,Yes,1,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,5,3,100.45,0
Yes,Yes,No,Yes,Yes,4,0,2,Two Year,Offer A,Bank Withdrawal,Fiber Optic,6,4,104.45,0
No,No,No,No,No,3,1,2,Two Year,None,Credit Card,None,1,3,20.3,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer C,Credit Card,Fiber Optic,5,3,79.0,0
Yes,Yes,Yes,Yes,Yes,4,0,3,One Year,None,Bank Withdrawal,Fiber Optic,7,3,109.9,0
No,Yes,No,No,Yes,1,0,3,One Year,Offer B,Credit Card,Fiber Optic,5,3,100.35,0
Yes,Yes,No,Yes,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,2,90.0,1
Yes,Yes,Yes,No,Yes,3,2,0,Month-to-Month,Offer B,Credit Card,Fiber Optic,6,3,105.25,0
No,Yes,Yes,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,7,4,90.7,0
No,No,No,No,No,0,2,1,Two Year,None,Credit Card,None,1,2,19.35,0
Yes,Yes,No,No,Yes,1,1,3,Month-to-Month,None,Credit Card,Fiber Optic,5,3,101.15,0
No,No,No,No,No,2,0,0,One Year,None,Credit Card,None,1,3,19.55,0
Yes,Yes,No,No,Yes,4,0,0,One Year,Offer D,Credit Card,Fiber Optic,5,2,82.65,0
Yes,Yes,Yes,No,No,0,0,0,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,4,3,91.15,0
Yes,Yes,Yes,No,Yes,2,0,3,Month-to-Month,Offer B,Credit Card,Fiber Optic,6,3,94.1,0
Yes,Yes,Yes,Yes,Yes,2,2,3,Two Year,Offer A,Bank Withdrawal,Cable,7,4,84.2,0
No,No,No,No,No,0,0,0,Month-to-Month,None,Mailed Check,None,1,0,19.55,1
No,Yes,Yes,No,Yes,1,0,0,One Year,Offer E,Credit Card,Cable,5,1,39.55,0
Yes,Yes,Yes,No,Yes,0,1,2,Month-to-Month,None,Credit Card,Cable,4,2,34.95,0
No,Yes,Yes,Yes,Yes,1,0,0,Two Year,Offer A,Bank Withdrawal,DSL,8,4,86.65,0
No,Yes,No,Yes,Yes,2,0,0,Two Year,None,Bank Withdrawal,Fiber Optic,5,3,99.45,0
Yes,Yes,No,No,Yes,1,0,3,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,4,94.65,0
Yes,Yes,No,No,No,0,0,0,One Year,None,Credit Card,Fiber Optic,3,3,94.1,0
No,No,No,No,No,0,0,0,Month-to-Month,Offer E,Credit Card,None,1,0,20.55,0
No,No,No,No,No,2,0,3,Month-to-Month,None,Mailed Check,None,1,0,20.0,0
Yes,Yes,No,Yes,Yes,4,0,0,One Year,None,Bank Withdrawal,Fiber Optic,5,3,101.1,0
Yes,No,No,No,No,1,0,0,One Year,Offer E,Mailed Check,None,1,1,20.15,0
Yes,Yes,Yes,Yes,Yes,3,2,0,Two Year,None,Bank Withdrawal,DSL,8,4,87.55,0
No,No,No,No,No,4,0,0,Two Year,Offer A,Bank Withdrawal,None,2,4,24.85,0
Yes,Yes,Yes,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,2,100.75,1
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,Offer D,Credit Card,Fiber Optic,4,2,85.8,1
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,Offer E,Credit Card,DSL,3,0,45.85,0
No,No,No,No,No,2,0,0,One Year,Offer B,Credit Card,None,2,4,24.8,0
No,No,No,No,No,0,1,0,One Year,Offer C,Credit Card,None,1,3,19.65,0
Yes,Yes,No,No,No,0,0,0,Month-to-Month,None,Bank Withdrawal,DSL,1,0,45.25,1
No,Yes,Yes,No,Yes,3,2,2,Month-to-Month,None,Credit Card,DSL,3,0,38.55,0
Yes,Yes,No,No,No,0,0,0,Month-to-Month,Offer B,Bank Withdrawal,DSL,2,3,39.3,1
No,Yes,No,Yes,Yes,1,1,3,Month-to-Month,Offer B,Credit Card,DSL,5,3,65.0,0
No,No,No,No,No,2,0,0,Month-to-Month,None,Credit Card,None,1,0,20.35,0
Yes,Yes,Yes,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,2,89.4,1
Yes,Yes,No,Yes,Yes,3,2,1,One Year,Offer C,Credit Card,DSL,6,3,82.0,0
No,No,No,No,No,1,1,0,Two Year,Offer B,Bank Withdrawal,None,1,3,19.3,0
Yes,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,1,84.45,1
No,Yes,No,No,Yes,0,0,3,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,2,75.35,0
Yes,Yes,No,No,Yes,4,1,3,Two Year,None,Bank Withdrawal,Fiber Optic,4,2,96.55,0
Yes,No,No,No,No,0,0,1,One Year,Offer D,Credit Card,None,1,2,20.0,0
Yes,Yes,Yes,No,Yes,0,0,0,Month-to-Month,Offer E,Mailed Check,Cable,5,0,55.1,1
Yes,Yes,No,Yes,Yes,2,0,0,One Year,Offer B,Credit Card,Fiber Optic,5,4,90.05,0
No,Yes,No,No,Yes,0,0,0,One Year,Offer B,Bank Withdrawal,Fiber Optic,5,3,90.95,1
No,No,No,No,No,1,2,0,Two Year,Offer B,Bank Withdrawal,None,1,4,19.35,0
Yes,No,No,No,No,2,0,0,One Year,Offer A,Credit Card,None,1,4,19.45,0
No,No,No,No,No,3,0,0,Two Year,None,Credit Card,None,1,3,19.85,0
No,Yes,No,No,Yes,2,0,0,Month-to-Month,Offer C,Bank Withdrawal,DSL,3,3,49.2,0
Yes,Yes,No,No,Yes,3,0,3,Two Year,Offer A,Bank Withdrawal,Fiber Optic,5,4,97.85,0
Yes,Yes,No,No,Yes,4,0,0,One Year,None,Bank Withdrawal,Fiber Optic,5,3,89.85,0
Yes,Yes,No,No,Yes,0,0,3,Month-to-Month,Offer C,Bank Withdrawal,DSL,4,2,69.45,0
No,No,No,No,No,0,0,0,One Year,None,Credit Card,None,1,3,19.4,0
Yes,No,No,No,No,0,0,0,Two Year,None,Credit Card,None,2,4,24.25,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,5,0,89.8,1
Yes,Yes,No,Yes,Yes,1,0,0,Month-to-Month,None,Mailed Check,DSL,4,0,49.9,1
No,Yes,Yes,No,Yes,0,0,0,Month-to-Month,Offer E,Credit Card,Cable,5,0,55.9,0
Yes,Yes,Yes,Yes,Yes,1,0,3,Two Year,Offer A,Bank Withdrawal,DSL,6,4,79.6,0
Yes,Yes,No,No,No,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,1,99.8,1
Yes,Yes,No,No,No,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,74.45,1
No,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Credit Card,Cable,4,0,50.4,1
Yes,Yes,Yes,No,No,3,2,0,Two Year,Offer B,Credit Card,DSL,5,3,70.1,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Credit Card,Cable,2,1,25.25,0
Yes,Yes,Yes,No,Yes,4,0,2,One Year,Offer B,Bank Withdrawal,Fiber Optic,7,3,88.2,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,5,3,79.85,0
Yes,Yes,Yes,No,Yes,4,0,3,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,2,96.5,0
No,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Mailed Check,DSL,2,0,35.05,1
Yes,Yes,Yes,No,No,0,2,2,One Year,Offer B,Credit Card,Fiber Optic,5,3,94.45,0
No,Yes,No,No,Yes,0,1,0,One Year,Offer A,Bank Withdrawal,Fiber Optic,5,4,100.55,0
Yes,Yes,Yes,Yes,Yes,1,0,0,Two Year,Offer A,Bank Withdrawal,Cable,6,4,63.7,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,0,73.0,1
Yes,Yes,No,No,Yes,4,0,0,Two Year,None,Credit Card,Fiber Optic,5,4,101.4,0
Yes,Yes,No,No,Yes,4,0,3,One Year,Offer B,Bank Withdrawal,Fiber Optic,5,3,97.95,0
No,Yes,Yes,Yes,Yes,1,0,0,Two Year,Offer D,Credit Card,DSL,4,2,35.1,0
No,Yes,No,No,Yes,1,1,3,Two Year,None,Bank Withdrawal,Fiber Optic,4,4,76.05,0
Yes,Yes,No,Yes,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,6,3,95.05,1
No,Yes,Yes,Yes,Yes,1,0,0,One Year,None,Bank Withdrawal,DSL,5,1,54.25,0
Yes,Yes,No,No,Yes,4,0,0,Two Year,Offer D,Bank Withdrawal,Fiber Optic,4,2,74.45,0
Yes,Yes,No,Yes,Yes,2,2,3,One Year,None,Bank Withdrawal,Fiber Optic,6,3,105.2,0
No,Yes,Yes,No,Yes,1,0,3,Two Year,None,Credit Card,DSL,5,2,64.25,0
No,Yes,No,No,Yes,4,0,0,Two Year,Offer C,Credit Card,Fiber Optic,3,3,69.15,0
Yes,Yes,Yes,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,2,87.3,0
No,Yes,Yes,Yes,Yes,0,1,0,Two Year,Offer B,Credit Card,DSL,7,3,75.8,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Credit Card,Fiber Optic,3,0,71.3,0
No,Yes,No,No,Yes,2,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,0,73.5,1
Yes,Yes,Yes,No,Yes,3,0,0,Month-to-Month,None,Credit Card,DSL,5,2,55.5,0
No,Yes,Yes,Yes,No,0,2,2,Two Year,None,Credit Card,DSL,4,3,39.4,0
Yes,No,No,No,No,3,0,0,Month-to-Month,Offer E,Credit Card,None,1,0,19.9,0
Yes,Yes,Yes,Yes,Yes,3,0,0,One Year,None,Bank Withdrawal,Fiber Optic,7,3,109.55,0
No,Yes,Yes,No,Yes,1,0,3,One Year,Offer B,Bank Withdrawal,Cable,5,3,50.05,0
Yes,Yes,Yes,No,No,2,0,0,Month-to-Month,None,Credit Card,DSL,4,3,65.25,0
Yes,No,No,No,No,0,0,3,Two Year,None,Bank Withdrawal,None,2,4,24.5,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Mailed Check,DSL,3,0,45.7,1
Yes,Yes,No,No,Yes,4,0,1,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,4,3,74.9,1
Yes,Yes,Yes,No,Yes,1,0,0,Month-to-Month,None,Credit Card,DSL,4,0,48.55,1
No,No,No,No,No,4,0,0,One Year,Offer D,Bank Withdrawal,None,1,2,20.35,0
Yes,Yes,No,No,Yes,0,0,0,One Year,None,Bank Withdrawal,Fiber Optic,5,3,79.2,0
No,Yes,No,No,Yes,4,0,0,Two Year,Offer E,Bank Withdrawal,DSL,3,0,45.2,0
No,No,No,No,No,0,0,0,One Year,Offer B,Bank Withdrawal,None,1,4,19.45,0
Yes,Yes,No,No,Yes,4,0,3,One Year,Offer A,Credit Card,Fiber Optic,5,4,80.35,0
No,No,No,No,No,0,0,0,One Year,None,Credit Card,None,1,3,20.15,0
No,No,No,No,No,3,0,2,One Year,None,Credit Card,None,1,2,19.3,0
No,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,0,80.2,0
Yes,Yes,No,No,Yes,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,0,79.9,1
Yes,No,No,No,No,2,2,3,Two Year,Offer B,Credit Card,None,1,3,19.85,0
No,Yes,Yes,Yes,Yes,4,0,1,Two Year,None,Bank Withdrawal,Cable,7,1,64.2,0
No,Yes,Yes,Yes,No,3,2,0,One Year,Offer D,Credit Card,DSL,4,1,40.25,0
Yes,Yes,No,No,Yes,0,0,0,Month-to-Month,Offer D,Bank Withdrawal,Cable,4,1,51.25,0
No,No,No,No,No,0,0,2,Month-to-Month,None,Credit Card,None,1,2,20.45,0
Yes,Yes,No,No,No,4,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,2,0,69.5,1
Yes,No,No,No,No,1,0,0,Month-to-Month,Offer E,Credit Card,None,1,1,20.45,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,5,2,79.15,1
No,No,No,No,No,3,0,0,Two Year,None,Credit Card,None,1,3,19.05,0
No,Yes,Yes,No,Yes,3,1,0,Month-to-Month,Offer E,Credit Card,DSL,5,1,54.65,0
Yes,Yes,No,No,Yes,1,0,0,Month-to-Month,None,Credit Card,Fiber Optic,5,2,102.25,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,4,0,84.4,1
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,3,0,69.1,0
No,Yes,Yes,Yes,Yes,3,0,0,Month-to-Month,None,Credit Card,Cable,5,3,53.45,0
Yes,Yes,No,No,Yes,4,0,0,Two Year,None,Credit Card,Cable,4,1,43.35,0
Yes,Yes,No,No,Yes,3,0,0,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,4,1,74.75,1
No,No,No,No,No,0,0,0,Month-to-Month,None,Mailed Check,None,1,0,19.5,0
No,Yes,No,No,Yes,2,0,0,Month-to-Month,Offer D,Credit Card,DSL,3,1,46.0,0
No,No,No,No,No,3,0,2,Month-to-Month,None,Bank Withdrawal,None,1,3,19.6,0
Yes,Yes,No,Yes,Yes,3,0,3,Month-to-Month,None,Credit Card,Fiber Optic,5,3,78.85,0
Yes,Yes,No,Yes,Yes,2,2,3,Two Year,Offer B,Bank Withdrawal,DSL,5,4,61.45,0
Yes,Yes,No,No,No,0,0,0,Month-to-Month,None,Bank Withdrawal,Fiber Optic,3,2,84.15,0
Yes,Yes,No,No,Yes,4,0,3,Two Year,None,Bank Withdrawal,Fiber Optic,4,2,94.95,0
Yes,Yes,No,No,Yes,3,1,2,Month-to-Month,None,Credit Card,Fiber Optic,6,3,96.35,0
