online_security,paperless_billing,contract,internet_type,offer,payment_method,age_bins,family_size_bins,number_of_referrals_bins,tenure_in_months_bins,total_of_services_add,monthly_charge,churn_value
Yes,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,1,1,2,5,89.4,1
No,Yes,One Year,DSL,Offer C,Credit Card,3,3,2,3,6,82.0,0
No,No,Two Year,None,Offer B,Bank Withdrawal,1,2,1,4,1,19.3,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,2,4,84.45,1
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,1,3,2,4,75.35,0
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,2,3,3,4,96.55,0
No,Yes,One Year,None,Offer D,Credit Card,0,1,2,2,1,20.0,0
Yes,Yes,Month-to-Month,Cable,Offer E,Mailed Check,0,0,0,0,5,55.1,1
No,Yes,One Year,Fiber Optic,Offer B,Credit Card,2,0,0,6,5,90.05,0
No,No,One Year,Fiber Optic,Offer B,Bank Withdrawal,0,1,1,6,5,90.95,1
No,No,Two Year,None,Offer B,Bank Withdrawal,1,3,0,6,1,19.35,0
No,Yes,One Year,None,Offer A,Credit Card,2,0,0,6,1,19.45,0
No,No,Two Year,None,None,Credit Card,3,0,0,5,1,19.85,0
No,No,Month-to-Month,DSL,Offer C,Bank Withdrawal,2,0,0,3,3,49.2,0
No,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,3,1,3,6,5,97.85,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,4,0,0,5,5,89.85,0
No,Yes,Month-to-Month,DSL,Offer C,Bank Withdrawal,0,1,3,3,4,69.45,0
No,No,One Year,None,None,Credit Card,0,0,0,3,1,19.4,0
No,Yes,Two Year,None,None,Credit Card,1,1,1,6,2,24.25,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,0,5,89.8,1
No,Yes,Month-to-Month,DSL,None,Mailed Check,1,1,0,0,4,49.9,1
Yes,No,Month-to-Month,Cable,Offer E,Credit Card,0,1,0,0,5,55.9,0
Yes,Yes,Two Year,DSL,Offer A,Bank Withdrawal,1,1,3,6,6,79.6,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,1,4,99.8,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,1,0,3,74.45,1
No,No,Month-to-Month,Cable,None,Credit Card,3,0,0,0,4,50.4,1
Yes,Yes,Two Year,DSL,Offer B,Credit Card,3,3,1,5,5,70.1,0
No,Yes,Month-to-Month,Cable,None,Credit Card,3,0,0,1,2,25.25,0
Yes,Yes,One Year,Fiber Optic,Offer B,Bank Withdrawal,4,1,3,5,7,88.2,0
No,Yes,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,1,0,0,5,5,79.85,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,3,2,6,96.5,0
No,No,Month-to-Month,DSL,Offer E,Mailed Check,3,0,0,0,2,35.05,1
Yes,Yes,One Year,Fiber Optic,Offer B,Credit Card,0,3,3,4,5,94.45,0
No,No,One Year,Fiber Optic,Offer A,Bank Withdrawal,0,2,1,6,5,100.55,0
Yes,Yes,Two Year,Cable,Offer A,Bank Withdrawal,1,0,0,6,6,63.7,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,0,4,73.0,1
No,Yes,Two Year,Fiber Optic,None,Credit Card,4,0,0,6,5,101.4,0
No,Yes,One Year,Fiber Optic,Offer B,Bank Withdrawal,4,1,3,6,5,97.95,0
Yes,No,Two Year,DSL,Offer D,Credit Card,1,0,0,2,4,35.1,0
No,No,Two Year,Fiber Optic,None,Bank Withdrawal,1,2,3,6,4,76.05,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,4,6,95.05,1
Yes,No,One Year,DSL,None,Bank Withdrawal,1,0,0,1,5,54.25,0
No,Yes,Two Year,Fiber Optic,Offer D,Bank Withdrawal,4,0,0,2,4,74.45,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,3,3,3,5,6,105.2,0
Yes,No,Two Year,DSL,None,Credit Card,1,1,3,2,5,64.25,0
No,No,Two Year,Fiber Optic,Offer C,Credit Card,4,0,0,3,3,69.15,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,2,4,87.3,0
Yes,No,Two Year,DSL,Offer B,Credit Card,0,2,1,5,7,75.8,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Credit Card,3,0,0,0,3,71.3,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,0,4,73.5,1
Yes,Yes,Month-to-Month,DSL,None,Credit Card,3,0,0,2,5,55.5,0
Yes,No,Two Year,DSL,None,Credit Card,0,3,3,5,4,39.4,0
No,Yes,Month-to-Month,None,Offer E,Credit Card,3,0,0,0,1,19.9,0
Yes,Yes,One Year,Fiber Optic,None,Bank Withdrawal,3,0,0,3,7,109.55,0
Yes,No,One Year,Cable,Offer B,Bank Withdrawal,1,1,3,6,5,50.05,0
Yes,Yes,Month-to-Month,DSL,None,Credit Card,2,1,0,5,4,65.25,0
No,Yes,Two Year,None,None,Bank Withdrawal,0,1,3,6,2,24.5,0
No,Yes,Month-to-Month,DSL,None,Mailed Check,1,0,0,0,3,45.7,1
No,Yes,Month-to-Month,Fiber Optic,Offer C,Bank Withdrawal,4,1,2,3,4,74.9,1
Yes,Yes,Month-to-Month,DSL,None,Credit Card,1,0,0,0,4,48.55,1
No,No,One Year,None,Offer D,Bank Withdrawal,4,0,0,2,1,20.35,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,0,0,0,6,5,79.2,0
No,No,Two Year,DSL,Offer E,Bank Withdrawal,4,0,0,0,3,45.2,0
No,No,One Year,None,Offer B,Bank Withdrawal,0,0,0,6,1,19.45,0
No,Yes,One Year,Fiber Optic,Offer A,Credit Card,4,1,3,6,5,80.35,0
No,No,One Year,None,None,Credit Card,0,0,0,5,1,20.15,0
No,No,One Year,None,None,Credit Card,3,1,2,2,1,19.3,0
No,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,0,0,0,0,3,80.2,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,0,3,79.9,1
No,Yes,Two Year,None,Offer B,Credit Card,2,3,3,5,1,19.85,0
Yes,No,Two Year,Cable,None,Bank Withdrawal,4,1,2,1,7,64.2,0
Yes,No,One Year,DSL,Offer D,Credit Card,3,3,0,1,4,40.25,0
No,Yes,Month-to-Month,Cable,Offer D,Bank Withdrawal,0,1,1,2,4,51.25,0
No,No,Month-to-Month,None,None,Credit Card,0,1,2,2,1,20.45,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,0,2,69.5,1
No,Yes,Month-to-Month,None,Offer E,Credit Card,1,0,0,1,1,20.45,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,3,0,0,2,5,79.15,1
No,No,Two Year,None,None,Credit Card,3,1,1,3,1,19.05,0
Yes,No,Month-to-Month,DSL,Offer E,Credit Card,3,2,1,1,5,54.65,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,1,1,1,2,5,102.25,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,1,4,84.4,1
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,0,0,1,3,69.1,0
Yes,No,Month-to-Month,Cable,None,Credit Card,3,0,0,3,5,53.45,0
No,Yes,Two Year,Cable,None,Credit Card,4,1,1,1,4,43.35,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,0,0,1,4,74.75,1
No,No,Month-to-Month,None,None,Mailed Check,0,0,0,0,1,19.5,0
No,No,Month-to-Month,DSL,Offer D,Credit Card,2,0,0,1,3,46.0,0
No,No,Month-to-Month,None,None,Bank Withdrawal,3,1,2,4,1,19.6,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,3,1,3,4,5,78.85,0
No,Yes,Two Year,DSL,Offer B,Bank Withdrawal,2,3,3,6,5,61.45,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,2,3,84.15,0
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,1,3,2,4,94.95,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,3,2,2,4,6,96.35,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,3,4,4,74.95,1
Yes,No,Two Year,Cable,Offer A,Bank Withdrawal,2,2,3,6,5,59.7,0
No,Yes,Two Year,DSL,None,Credit Card,3,1,3,6,6,68.3,0
No,Yes,Month-to-Month,DSL,Offer D,Credit Card,1,0,0,2,4,53.9,1
Yes,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,1,2,6,7,110.0,0
No,No,One Year,None,None,Bank Withdrawal,3,2,1,6,2,24.8,0
No,Yes,Month-to-Month,Fiber Optic,None,Credit Card,4,1,1,4,4,94.55,1
No,No,Month-to-Month,None,None,Credit Card,1,0,0,0,1,20.05,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,1,2,3,81.5,1
No,No,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,3,0,0,5,3,83.4,0
No,No,Two Year,None,None,Credit Card,2,1,3,6,1,19.85,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,1,3,4,93.2,1
Yes,Yes,One Year,Fiber Optic,Offer A,Bank Withdrawal,0,3,1,6,6,104.65,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,0,3,3,6,6,92.85,0
Yes,No,One Year,DSL,None,Credit Card,2,1,0,6,6,71.4,0
Yes,Yes,Two Year,DSL,Offer B,Bank Withdrawal,1,1,2,5,6,86.1,0
No,No,Two Year,None,None,Credit Card,0,0,0,5,1,20.25,0
No,No,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,3,1,2,4,5,81.4,0
No,Yes,One Year,None,None,Credit Card,3,0,0,4,1,20.65,0
No,No,Month-to-Month,Fiber Optic,Offer B,Credit Card,2,0,0,4,3,68.85,0
No,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,1,0,0,0,2,79.25,1
No,No,Two Year,None,None,Credit Card,0,0,0,5,2,24.6,0
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,1,0,0,0,3,56.4,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,4,2,0,2,4,95.45,1
No,Yes,Month-to-Month,DSL,Offer E,Credit Card,2,0,0,0,3,44.9,0
No,Yes,Two Year,DSL,Offer A,Bank Withdrawal,2,2,1,6,6,69.9,0
Yes,Yes,Two Year,Cable,Offer A,Credit Card,1,1,3,6,6,55.45,0
No,Yes,Month-to-Month,DSL,Offer E,Bank Withdrawal,0,0,0,0,2,34.7,1
Yes,No,One Year,Cable,Offer C,Bank Withdrawal,1,2,2,4,5,75.1,0
No,No,One Year,DSL,Offer D,Bank Withdrawal,3,0,0,2,5,55.8,0
Yes,Yes,Month-to-Month,DSL,None,Bank Withdrawal,2,0,0,4,4,50.9,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,3,4,96.0,1
Yes,No,Two Year,Cable,None,Credit Card,2,0,0,6,5,59.95,0
No,Yes,Two Year,Fiber Optic,Offer E,Bank Withdrawal,4,1,1,0,3,69.3,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,1,2,1,4,82.85,1
No,No,Two Year,None,Offer B,Bank Withdrawal,3,2,1,5,2,24.15,0
No,Yes,Month-to-Month,DSL,None,Mailed Check,3,1,2,0,3,46.1,0
No,No,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,1,0,0,2,4,94.55,0
No,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,2,2,3,6,6,105.0,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,1,1,1,5,101.15,1
Yes,No,Two Year,Fiber Optic,None,Bank Withdrawal,3,1,0,6,7,108.65,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,3,4,85.25,1
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,4,2,3,6,6,104.9,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,1,1,2,4,73.85,1
No,No,One Year,None,Offer C,Credit Card,3,0,0,3,1,21.1,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,3,5,81.15,0
No,Yes,Two Year,None,Offer B,Credit Card,0,2,2,4,2,24.8,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,2,4,84.1,0
No,Yes,One Year,None,Offer D,Credit Card,1,3,3,2,1,19.5,0
No,Yes,One Year,DSL,None,Bank Withdrawal,2,3,2,5,4,56.15,0
No,No,Month-to-Month,None,None,Credit Card,1,0,0,0,1,19.95,0
Yes,Yes,Month-to-Month,Cable,Offer E,Bank Withdrawal,3,0,0,1,2,30.45,1
No,No,Month-to-Month,DSL,Offer E,Bank Withdrawal,4,0,0,0,2,25.25,1
Yes,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,0,2,3,6,8,116.6,0
No,No,Two Year,None,Offer C,Bank Withdrawal,0,2,3,4,1,20.25,0
No,No,Two Year,None,Offer A,Bank Withdrawal,1,0,0,6,1,19.95,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Credit Card,0,0,0,1,4,85.2,1
Yes,Yes,Two Year,DSL,None,Credit Card,3,1,3,4,7,62.8,0
Yes,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,4,0,0,1,4,85.15,1
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,4,0,0,2,3,45.05,1
Yes,No,Two Year,Cable,Offer A,Bank Withdrawal,2,2,3,6,7,80.85,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,3,3,78.9,1
No,Yes,One Year,DSL,Offer C,Bank Withdrawal,4,1,1,3,4,51.6,0
Yes,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,1,3,6,8,113.65,0
No,Yes,Month-to-Month,DSL,None,Credit Card,3,3,0,0,2,24.4,1
No,No,Two Year,None,Offer B,Bank Withdrawal,0,0,0,5,1,20.65,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,0,0,0,4,74.5,0
No,No,Two Year,None,None,Credit Card,2,1,0,6,1,19.5,0
No,Yes,One Year,Fiber Optic,Offer B,Bank Withdrawal,2,1,1,5,4,94.25,1
No,No,Two Year,None,None,Credit Card,3,0,0,4,1,19.55,0
No,Yes,Two Year,None,None,Credit Card,3,1,1,6,2,25.25,0
No,No,Two Year,None,None,Credit Card,0,2,3,1,1,19.7,0
Yes,Yes,Two Year,Fiber Optic,Offer A,Bank Withdrawal,0,1,1,6,8,114.2,1
Yes,No,Month-to-Month,DSL,Offer E,Bank Withdrawal,3,0,0,0,3,50.15,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,0,0,0,3,69.5,1
No,Yes,Month-to-Month,DSL,Offer E,Bank Withdrawal,3,0,0,0,5,75.3,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,1,1,6,5,99.15,1
No,Yes,Month-to-Month,Fiber Optic,Offer C,Bank Withdrawal,0,0,0,3,5,101.4,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,0,4,74.95,0
Yes,No,Two Year,Fiber Optic,None,Bank Withdrawal,3,2,2,6,6,93.4,0
Yes,No,Two Year,Fiber Optic,None,Credit Card,2,3,2,6,7,108.15,0
No,Yes,Month-to-Month,None,Offer E,Bank Withdrawal,0,0,0,1,2,25.05,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,4,1,3,5,5,90.65,0
No,No,Two Year,None,Offer C,Credit Card,1,0,0,4,1,20.05,0
No,Yes,Month-to-Month,Cable,Offer B,Credit Card,1,0,0,4,3,45.2,0
Yes,No,One Year,Fiber Optic,None,Bank Withdrawal,4,1,3,6,6,97.0,0
Yes,Yes,Two Year,Fiber Optic,None,Credit Card,1,1,0,6,6,106.05,1
Yes,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,0,0,1,5,78.95,0
Yes,Yes,Month-to-Month,Fiber Optic,Offer B,Credit Card,3,0,0,5,6,93.5,0
Yes,Yes,One Year,Cable,None,Credit Card,3,0,0,4,6,67.7,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,1,2,5,99.75,1
Yes,Yes,One Year,DSL,None,Bank Withdrawal,1,0,0,5,6,53.6,0
Yes,Yes,Two Year,DSL,None,Credit Card,3,0,0,5,7,85.15,0
Yes,Yes,Month-to-Month,Cable,Offer E,Bank Withdrawal,2,0,0,1,5,53.65,0
No,Yes,Month-to-Month,Cable,Offer E,Mailed Check,3,0,0,0,4,50.65,1
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,0,0,0,2,1,35.0,1
Yes,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,1,0,4,4,83.45,0
No,Yes,Two Year,Fiber Optic,None,Credit Card,4,1,1,5,5,91.05,0
No,No,Month-to-Month,DSL,Offer E,Credit Card,3,1,1,0,3,29.8,0
No,Yes,One Year,Fiber Optic,Offer B,Credit Card,2,0,0,5,5,80.2,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,2,6,95.7,0
No,Yes,Month-to-Month,None,None,Bank Withdrawal,2,0,0,1,1,19.5,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,3,1,1,1,2,79.5,1
No,No,One Year,None,Offer E,Credit Card,3,2,0,1,1,20.05,0
No,No,Two Year,None,Offer D,Credit Card,0,1,0,2,1,20.5,0
Yes,No,Two Year,Fiber Optic,Offer A,Bank Withdrawal,2,1,2,6,6,84.6,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,2,6,84.45,1
Yes,No,Month-to-Month,DSL,None,Credit Card,3,3,1,0,5,56.7,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,3,3,5,100.6,0
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,3,5,4,74.0,0
No,Yes,Month-to-Month,DSL,Offer D,Bank Withdrawal,2,0,0,2,3,35.2,0
Yes,No,Two Year,Fiber Optic,None,Bank Withdrawal,3,0,0,6,6,106.7,0
No,No,One Year,DSL,Offer D,Bank Withdrawal,0,1,3,2,4,54.6,0
No,No,Month-to-Month,DSL,None,Bank Withdrawal,0,0,0,0,4,50.55,0
Yes,No,One Year,Cable,None,Credit Card,3,2,0,4,5,40.25,0
No,No,Month-to-Month,DSL,None,Mailed Check,2,0,0,0,3,45.65,1
Yes,No,One Year,Cable,Offer C,Bank Withdrawal,3,2,3,3,5,59.95,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,2,1,3,6,6,95.0,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,1,1,1,0,3,69.8,1
No,Yes,One Year,Fiber Optic,Offer B,Mailed Check,2,1,1,5,4,82.05,1
No,No,One Year,DSL,None,Credit Card,3,3,1,3,5,53.65,0
No,No,Two Year,Fiber Optic,Offer A,Bank Withdrawal,1,3,2,6,6,103.15,0
No,No,One Year,Cable,Offer C,Bank Withdrawal,1,0,0,3,4,54.2,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,4,0,0,0,4,93.55,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,2,2,0,2,5,79.25,1
Yes,No,Two Year,DSL,Offer A,Credit Card,0,1,1,6,7,64.95,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,4,1,2,0,4,74.35,1
No,Yes,Two Year,None,Offer B,Credit Card,3,2,1,4,1,19.25,0
No,Yes,Month-to-Month,DSL,None,Bank Withdrawal,1,0,0,2,3,50.6,0
Yes,Yes,Two Year,DSL,Offer A,Bank Withdrawal,2,1,1,6,6,47.6,0
No,No,Month-to-Month,None,None,Credit Card,1,0,0,0,1,19.3,0
Yes,Yes,Two Year,Cable,Offer B,Credit Card,1,1,1,6,6,69.9,0
No,Yes,Month-to-Month,DSL,Offer E,Credit Card,1,0,0,0,5,40.4,1
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,0,0,0,2,3,70.8,0
Yes,Yes,Month-to-Month,DSL,None,Bank Withdrawal,2,0,0,3,6,59.6,0
No,No,Month-to-Month,DSL,Offer C,Bank Withdrawal,0,1,2,3,3,29.1,0
No,No,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,1,0,0,0,2,90.55,1
No,Yes,Month-to-Month,Cable,Offer E,Bank Withdrawal,1,0,0,0,3,55.4,1
No,Yes,Month-to-Month,DSL,Offer E,Bank Withdrawal,2,0,0,0,4,50.15,0
Yes,Yes,One Year,Fiber Optic,None,Bank Withdrawal,3,2,3,4,8,113.45,0
No,No,One Year,None,Offer C,Credit Card,3,1,3,3,1,20.1,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,0,4,87.15,1
No,No,Two Year,None,Offer A,Bank Withdrawal,0,0,0,6,2,24.75,0
No,No,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,0,0,0,1,4,72.9,0
No,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,0,0,0,4,6,104.6,1
Yes,Yes,Month-to-Month,Cable,None,Bank Withdrawal,3,2,2,3,4,35.15,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,3,5,89.55,0
Yes,No,Two Year,DSL,None,Bank Withdrawal,0,1,3,6,4,60.25,0
No,No,Month-to-Month,None,Offer E,Credit Card,2,0,0,0,1,19.95,0
Yes,No,Two Year,DSL,Offer B,Bank Withdrawal,2,1,2,6,7,76.15,0
No,No,One Year,None,None,Credit Card,2,0,0,0,1,19.95,0
Yes,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,4,3,3,5,6,104.5,0
No,No,Two Year,None,None,Credit Card,1,3,1,3,2,25.5,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,4,1,2,2,3,91.0,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,1,1,0,4,75.85,1
No,No,Month-to-Month,None,Offer B,Credit Card,1,2,2,5,1,20.0,0
No,No,One Year,None,Offer C,Credit Card,3,0,0,3,1,18.25,0
Yes,Yes,Two Year,DSL,None,Bank Withdrawal,3,0,0,6,8,88.15,0
Yes,No,Two Year,DSL,None,Bank Withdrawal,0,0,0,6,5,48.4,0
No,Yes,Month-to-Month,Fiber Optic,Offer A,Bank Withdrawal,1,3,2,6,5,89.55,0
No,No,Two Year,None,Offer B,Credit Card,0,2,2,4,2,24.55,0
Yes,Yes,Two Year,Fiber Optic,None,Credit Card,1,1,1,6,7,111.9,0
No,Yes,Month-to-Month,None,None,Bank Withdrawal,1,2,1,0,1,19.95,0
No,No,One Year,None,Offer D,Bank Withdrawal,3,3,1,2,1,20.05,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,0,4,96.1,1
Yes,Yes,Month-to-Month,Fiber Optic,Offer C,Credit Card,2,1,2,3,7,90.55,0
Yes,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,1,1,1,4,75.0,1
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,1,3,6,5,99.8,0
No,Yes,Month-to-Month,DSL,Offer E,Credit Card,0,0,0,0,4,50.3,0
No,Yes,One Year,Fiber Optic,Offer C,Bank Withdrawal,0,1,1,3,3,95.8,1
Yes,Yes,Month-to-Month,Cable,Offer E,Credit Card,0,2,0,0,4,61.2,0
Yes,Yes,One Year,Fiber Optic,None,Bank Withdrawal,4,0,0,3,7,110.8,0
No,Yes,Two Year,Fiber Optic,Offer B,Bank Withdrawal,4,1,3,5,7,110.45,0
No,No,Month-to-Month,Fiber Optic,Offer D,Credit Card,4,0,0,2,3,71.3,1
Yes,No,One Year,Fiber Optic,None,Credit Card,4,1,3,6,5,80.3,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,1,1,2,5,104.45,0
Yes,No,Two Year,DSL,None,Bank Withdrawal,0,2,3,6,6,46.25,0
Yes,No,Month-to-Month,DSL,None,Bank Withdrawal,1,1,2,1,6,81.25,0
No,Yes,One Year,Fiber Optic,None,Credit Card,0,3,1,5,5,97.55,0
No,Yes,One Year,None,None,Bank Withdrawal,0,2,3,3,1,19.45,0
No,No,Two Year,Fiber Optic,None,Bank Withdrawal,4,0,0,0,4,73.85,0
Yes,Yes,Month-to-Month,Cable,None,Bank Withdrawal,4,1,2,3,4,75.2,1
Yes,No,Two Year,Fiber Optic,None,Bank Withdrawal,1,3,3,6,6,104.6,0
No,Yes,One Year,DSL,Offer A,Bank Withdrawal,3,1,1,6,6,75.8,1
No,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,0,0,0,3,75.6,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,1,0,0,1,4,86.05,1
Yes,No,Two Year,Fiber Optic,None,Credit Card,1,3,2,6,6,109.3,0
No,Yes,One Year,Fiber Optic,None,Bank Withdrawal,2,1,1,6,4,100.3,0
No,Yes,Month-to-Month,DSL,Offer C,Bank Withdrawal,1,3,2,3,4,44.85,0
Yes,No,Month-to-Month,Fiber Optic,None,Bank Withdrawal,4,0,0,2,4,78.85,0
No,Yes,One Year,None,None,Credit Card,1,1,3,1,1,20.55,0
Yes,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,3,1,1,2,5,99.4,1
Yes,Yes,Two Year,DSL,None,Credit Card,4,1,1,4,7,67.45,0
Yes,No,Month-to-Month,DSL,None,Credit Card,3,0,0,0,5,42.4,0
Yes,No,One Year,DSL,Offer A,Bank Withdrawal,3,3,0,6,7,85.45,0
Yes,Yes,Month-to-Month,DSL,Offer D,Bank Withdrawal,3,0,0,2,5,54.45,1
Yes,Yes,One Year,Fiber Optic,None,Credit Card,4,1,3,6,6,96.55,1
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,0,0,0,0,2,80.0,1
Yes,Yes,Two Year,DSL,Offer A,Credit Card,0,0,0,6,7,79.45,0
No,Yes,Month-to-Month,Fiber Optic,Offer D,Bank Withdrawal,2,1,1,2,4,92.55,1
No,No,One Year,None,Offer C,Credit Card,2,0,0,3,1,19.9,0
No,No,Two Year,Fiber Optic,None,Bank Withdrawal,4,0,0,4,5,90.7,0
No,Yes,Month-to-Month,Fiber Optic,None,Bank Withdrawal,0,0,0,0,3,69.6,1
No,Yes,Month-to-Month,Fiber Optic,Offer B,Bank Withdrawal,3,1,1,5,5,99.05,1
No,No,Two Year,None,None,Bank Withdrawal,3,2,3,6,2,24.65,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,2,0,0,0,4,74.95,0
No,Yes,Two Year,DSL,None,Credit Card,4,2,3,3,4,35.65,0
Yes,Yes,Two Year,Fiber Optic,None,Bank Withdrawal,3,2,1,6,7,108.65,0
No,Yes,One Year,DSL,None,Bank Withdrawal,3,2,1,2,3,64.75,0
No,No,Month-to-Month,Cable,None,Mailed Check,3,0,0,3,4,49.0,0
No,Yes,Month-to-Month,Fiber Optic,Offer E,Bank Withdrawal,3,1,1,0,4,74.6,1
No,Yes,Month-to-Month,DSL,Offer E,Mailed Check,2,0,0,0,2,31.35,1
Yes,Yes,Two Year,DSL,Offer D,Credit Card,4,0,0,2,6,58.4,0
